src_vendor,src_region,dest_vendor,dest_region,latency
aws,eu-south-1,aws,sa-east-1,5.062
aws,eu-south-1,aws,us-east-1,2.774
aws,eu-south-1,aws,us-west-1,3.917
aws,eu-west-2,aws,af-south-1,3.725
aws,eu-west-2,aws,ap-east-1,4.825
aws,eu-west-2,aws,ap-northeast-1,16.722
aws,eu-west-2,aws,ap-northeast-2,5.633
aws,eu-west-2,aws,ap-northeast-3,5.336
aws,eu-west-2,aws,ap-south-1,2.922
aws,eu-west-2,aws,ap-southeast-2,6.391
aws,eu-west-2,aws,ca-central-1,2.277
aws,eu-west-2,aws,eu-central-1,1.059
aws,eu-west-2,aws,eu-north-1,1.225
aws,eu-west-2,aws,eu-south-1,1.106
aws,eu-west-2,aws,eu-west-2,0.95
aws,eu-west-2,aws,me-central-1,3.159
aws,eu-west-2,aws,me-south-1,2.309
aws,eu-west-2,aws,sa-east-1,4.867
aws,eu-west-2,aws,us-east-1,6.761
aws,eu-west-2,aws,us-west-1,3.65
aws,me-central-1,aws,af-south-1,3.393
aws,me-central-1,aws,ap-east-1,2.993
aws,me-central-1,aws,ap-northeast-1,10.288
aws,me-central-1,aws,ap-northeast-2,3.811
aws,me-central-1,aws,ap-northeast-3,3.961
aws,me-central-1,aws,ap-south-1,1.505
aws,me-central-1,aws,ap-southeast-2,4.537
aws,me-central-1,aws,ca-central-1,4.792
aws,me-central-1,aws,eu-central-1,3.227
aws,me-central-1,aws,eu-north-1,3.421
aws,me-central-1,aws,eu-south-1,2.877
aws,me-central-1,aws,eu-west-2,3.072
aws,me-central-1,aws,me-central-1,0.923
aws,me-central-1,aws,me-south-1,1.872
aws,me-central-1,aws,sa-east-1,6.912
aws,me-central-1,aws,us-east-1,4.604
aws,me-central-1,aws,us-west-1,6.674
aws,me-south-1,aws,af-south-1,3.724
aws,me-south-1,aws,ap-east-1,3.206
aws,me-south-1,aws,ap-northeast-1,4.885
aws,me-south-1,aws,ap-northeast-2,3.899
aws,me-south-1,aws,ap-northeast-3,4.008
aws,me-south-1,aws,ap-south-1,1.245
aws,me-south-1,aws,ap-southeast-2,4.63
aws,me-south-1,aws,ca-central-1,4.086
aws,me-south-1,aws,eu-central-1,2.424
aws,me-south-1,aws,eu-north-1,2.713
aws,me-south-1,aws,eu-south-1,2.509
aws,me-south-1,aws,eu-west-2,7.165
aws,me-south-1,aws,me-central-1,1.002
aws,me-south-1,aws,me-south-1,0.941
aws,me-south-1,aws,sa-east-1,6.536
aws,me-south-1,aws,us-east-1,4.236
aws,me-south-1,aws,us-west-1,5.184
aws,sa-east-1,aws,af-south-1,7.563
aws,sa-east-1,aws,ap-east-1,7.535
aws,sa-east-1,aws,ap-northeast-1,5.948
aws,sa-east-1,aws,ap-northeast-2,6.644
aws,sa-east-1,aws,ap-northeast-3,6.304
aws,sa-east-1,aws,ap-south-1,7.869
aws,sa-east-1,aws,ap-southeast-2,7.402
aws,sa-east-1,aws,ca-central-1,3.145
aws,sa-east-1,aws,eu-central-1,4.831
aws,sa-east-1,aws,eu-north-1,5.146
aws,sa-east-1,aws,eu-south-1,4.978
aws,sa-east-1,aws,eu-west-2,4.479
aws,sa-east-1,aws,me-central-1,6.941
aws,sa-east-1,aws,me-south-1,6.279
aws,sa-east-1,aws,sa-east-1,1.201
aws,sa-east-1,aws,us-east-1,3.148
aws,sa-east-1,aws,us-west-1,4.25
aws,us-east-1,aws,af-south-1,5.247
aws,us-east-1,aws,ap-east-1,4.561
aws,us-east-1,aws,ap-northeast-1,3.659
aws,us-east-1,aws,ap-northeast-2,4.136
aws,us-east-1,aws,ap-northeast-3,3.973
aws,us-east-1,aws,ap-south-1,4.506
aws,us-east-1,aws,ap-southeast-2,4.752
aws,us-east-1,aws,ca-central-1,1.421
aws,us-east-1,aws,eu-central-1,2.544
aws,us-east-1,aws,eu-north-1,3.469
aws,us-east-1,aws,eu-south-1,2.73
aws,us-east-1,aws,eu-west-2,2.208
aws,us-east-1,aws,me-central-1,4.556
aws,us-east-1,aws,me-south-1,3.914
aws,us-east-1,aws,sa-east-1,2.989
aws,us-east-1,aws,us-east-1,1.335
aws,us-east-1,aws,us-west-1,1.924
aws,us-west-1,aws,af-south-1,6.534
aws,us-west-1,aws,ap-east-1,3.874
aws,us-west-1,aws,ap-northeast-1,2.832
aws,us-west-1,aws,ap-northeast-2,12.132
aws,us-west-1,aws,ap-northeast-3,3.388
aws,us-west-1,aws,ap-south-1,17.15
aws,us-west-1,aws,ap-southeast-2,3.482
aws,us-west-1,aws,ca-central-1,2.323
aws,us-west-1,aws,eu-central-1,3.771
aws,us-west-1,aws,eu-north-1,4.471
aws,us-west-1,aws,eu-south-1,3.98
aws,us-west-1,aws,eu-west-2,3.69
aws,us-west-1,aws,me-central-1,5.845
aws,us-west-1,aws,me-south-1,5.386
aws,us-west-1,aws,sa-east-1,4.268
aws,us-west-1,aws,us-east-1,1.892
aws,us-west-1,aws,us-west-1,0.977
