src_vendor,src_region,dest_vendor,dest_region,latency
aws,ap-northeast-2,aws,us-west-1,2.118
aws,ap-northeast-3,aws,af-south-1,5.572
aws,ap-northeast-3,aws,ap-east-1,1.164
aws,ap-northeast-3,aws,ap-northeast-1,0.618
aws,ap-northeast-3,aws,ap-northeast-2,0.695
aws,ap-northeast-3,aws,ap-northeast-3,0.557
aws,ap-northeast-3,aws,ap-south-1,2.281
aws,ap-northeast-3,aws,ap-southeast-2,2.375
aws,ap-northeast-3,aws,ca-central-1,2.434
aws,ap-northeast-3,aws,eu-central-1,3.436
aws,ap-northeast-3,aws,eu-north-1,3.731
aws,ap-northeast-3,aws,eu-south-1,3.318
aws,ap-northeast-3,aws,eu-west-2,3.284
aws,ap-northeast-3,aws,me-central-1,2.896
aws,ap-northeast-3,aws,me-south-1,2.728
aws,ap-northeast-3,aws,sa-east-1,4.422
aws,ap-northeast-3,aws,us-east-1,2.454
aws,ap-northeast-3,aws,us-west-1,1.899
aws,ap-south-1,aws,af-south-1,2.479
aws,ap-south-1,aws,ap-east-1,1.674
aws,ap-south-1,aws,ap-northeast-1,2.173
aws,ap-south-1,aws,ap-northeast-2,2.05
aws,ap-south-1,aws,ap-northeast-3,2.302
aws,ap-south-1,aws,ap-south-1,0.784
aws,ap-south-1,aws,ap-southeast-2,2.443
aws,ap-south-1,aws,ca-central-1,2.905
aws,ap-south-1,aws,eu-central-1,2.426
aws,ap-south-1,aws,eu-north-1,2.436
aws,ap-south-1,aws,eu-south-1,1.844
aws,ap-south-1,aws,eu-west-2,1.976
aws,ap-south-1,aws,me-central-1,0.867
aws,ap-south-1,aws,me-south-1,0.923
aws,ap-south-1,aws,sa-east-1,4.398
aws,ap-south-1,aws,us-east-1,2.918
aws,ap-south-1,aws,us-west-1,3.821
aws,ap-southeast-2,aws,af-south-1,6.186
aws,ap-southeast-2,aws,ap-east-1,2.145
aws,ap-southeast-2,aws,ap-northeast-1,2.5
aws,ap-southeast-2,aws,ap-northeast-2,2.4
aws,ap-southeast-2,aws,ap-northeast-3,2.211
aws,ap-southeast-2,aws,ap-south-1,2.431
aws,ap-southeast-2,aws,ap-southeast-2,0.569
aws,ap-southeast-2,aws,ca-central-1,3.237
aws,ap-southeast-2,aws,eu-central-1,3.826
aws,ap-southeast-2,aws,eu-north-1,4.322
aws,ap-southeast-2,aws,eu-south-1,3.645
aws,ap-southeast-2,aws,eu-west-2,3.992
aws,ap-southeast-2,aws,me-central-1,2.95
aws,ap-southeast-2,aws,me-south-1,2.823
aws,ap-southeast-2,aws,sa-east-1,4.838
aws,ap-southeast-2,aws,us-east-1,3.083
aws,ap-southeast-2,aws,us-west-1,2.309
aws,ca-central-1,aws,af-south-1,3.503
aws,ca-central-1,aws,ap-east-1,2.864
aws,ca-central-1,aws,ap-northeast-1,2.485
aws,ca-central-1,aws,ap-northeast-2,2.75
aws,ca-central-1,aws,ap-northeast-3,2.547
aws,ca-central-1,aws,ap-south-1,2.902
aws,ca-central-1,aws,ap-southeast-2,3.032
aws,ca-central-1,aws,ca-central-1,0.711
aws,ca-central-1,aws,eu-central-1,1.734
aws,ca-central-1,aws,eu-north-1,1.903
aws,ca-central-1,aws,eu-south-1,2.006
aws,ca-central-1,aws,eu-west-2,2.412
aws,ca-central-1,aws,me-central-1,3.069
aws,ca-central-1,aws,me-south-1,2.544
aws,ca-central-1,aws,sa-east-1,2.116
aws,ca-central-1,aws,us-east-1,0.773
aws,ca-central-1,aws,us-west-1,1.484
aws,eu-central-1,aws,af-south-1,2.48
aws,eu-central-1,aws,ap-east-1,2.892
aws,eu-central-1,aws,ap-northeast-1,3.63
aws,eu-central-1,aws,ap-northeast-2,3.375
aws,eu-central-1,aws,ap-northeast-3,3.91
aws,eu-central-1,aws,ap-south-1,2.171
aws,eu-central-1,aws,ap-southeast-2,4.161
aws,eu-central-1,aws,ca-central-1,1.699
aws,eu-central-1,aws,eu-central-1,0.64
aws,eu-central-1,aws,eu-north-1,0.796
aws,eu-central-1,aws,eu-south-1,0.614
aws,eu-central-1,aws,eu-west-2,0.736
aws,eu-central-1,aws,me-central-1,1.96
aws,eu-central-1,aws,me-south-1,1.562
aws,eu-central-1,aws,sa-east-1,3.099
aws,eu-central-1,aws,us-east-1,1.838
aws,eu-central-1,aws,us-west-1,2.48
aws,eu-north-1,aws,af-south-1,2.813
aws,eu-north-1,aws,ap-east-1,3.231
aws,eu-north-1,aws,ap-northeast-1,3.869
aws,eu-north-1,aws,ap-northeast-2,4.079
aws,eu-north-1,aws,ap-northeast-3,3.745
aws,eu-north-1,aws,ap-south-1,2.747
aws,eu-north-1,aws,ap-southeast-2,4.32
aws,eu-north-1,aws,ca-central-1,1.877
aws,eu-north-1,aws,eu-central-1,0.863
aws,eu-north-1,aws,eu-north-1,0.57
aws,eu-north-1,aws,eu-south-1,0.877
aws,eu-north-1,aws,eu-west-2,1.21
aws,eu-north-1,aws,me-central-1,2.249
aws,eu-north-1,aws,me-south-1,2.128
aws,eu-north-1,aws,sa-east-1,3.282
aws,eu-north-1,aws,us-east-1,1.915
aws,eu-north-1,aws,us-west-1,2.698
aws,eu-south-1,aws,af-south-1,2.829
aws,eu-south-1,aws,ap-east-1,3.111
aws,eu-south-1,aws,ap-northeast-1,3.262
aws,eu-south-1,aws,ap-northeast-2,3.32
aws,eu-south-1,aws,ap-northeast-3,3.327
aws,eu-south-1,aws,ap-south-1,1.887
aws,eu-south-1,aws,ap-southeast-2,3.653
aws,eu-south-1,aws,ca-central-1,1.798
aws,eu-south-1,aws,eu-central-1,0.643
aws,eu-south-1,aws,eu-north-1,0.902
aws,eu-south-1,aws,eu-south-1,0.578
aws,eu-south-1,aws,eu-west-2,0.798
aws,eu-south-1,aws,me-central-1,2.086
aws,eu-south-1,aws,me-south-1,1.688
aws,eu-south-1,aws,sa-east-1,3.258
aws,eu-south-1,aws,us-east-1,2.128
aws,eu-south-1,aws,us-west-1,2.557
aws,eu-west-2,aws,af-south-1,2.386
aws,eu-west-2,aws,ap-east-1,3.481
aws,eu-west-2,aws,ap-northeast-1,3.638
aws,eu-west-2,aws,ap-northeast-2,4.11
aws,eu-west-2,aws,ap-northeast-3,3.308
aws,eu-west-2,aws,ap-south-1,2.063
aws,eu-west-2,aws,ap-southeast-2,4.164
aws,eu-west-2,aws,ca-central-1,1.495
aws,eu-west-2,aws,eu-central-1,0.764
aws,eu-west-2,aws,eu-north-1,0.912
aws,eu-west-2,aws,eu-south-1,0.806
aws,eu-west-2,aws,eu-west-2,0.564
aws,eu-west-2,aws,me-central-1,2.098
aws,eu-west-2,aws,me-south-1,1.767
aws,eu-west-2,aws,sa-east-1,3.042
aws,eu-west-2,aws,us-east-1,1.47
aws,eu-west-2,aws,us-west-1,2.558
aws,me-central-1,aws,af-south-1,2.297
aws,me-central-1,aws,ap-east-1,1.938
aws,me-central-1,aws,ap-northeast-1,2.516
aws,me-central-1,aws,ap-northeast-2,3.039
aws,me-central-1,aws,ap-northeast-3,2.604
aws,me-central-1,aws,ap-south-1,1.02
aws,me-central-1,aws,ap-southeast-2,2.984
aws,me-central-1,aws,ca-central-1,3.006
aws,me-central-1,aws,eu-central-1,2.114
aws,me-central-1,aws,eu-north-1,2.291
aws,me-central-1,aws,eu-south-1,1.876
aws,me-central-1,aws,eu-west-2,2.086
aws,me-central-1,aws,me-central-1,0.604
aws,me-central-1,aws,me-south-1,0.906
aws,me-central-1,aws,sa-east-1,4.633
aws,me-central-1,aws,us-east-1,2.978
aws,me-central-1,aws,us-west-1,4.306
aws,me-south-1,aws,af-south-1,2.325
aws,me-south-1,aws,ap-east-1,2.072
aws,me-south-1,aws,ap-northeast-1,3.116
aws,me-south-1,aws,ap-northeast-2,2.513
aws,me-south-1,aws,ap-northeast-3,2.601
aws,me-south-1,aws,ap-south-1,0.948
aws,me-south-1,aws,ap-southeast-2,3.057
aws,me-south-1,aws,ca-central-1,2.553
aws,me-south-1,aws,eu-central-1,5.921
aws,me-south-1,aws,eu-north-1,1.85
aws,me-south-1,aws,eu-south-1,1.442
aws,me-south-1,aws,eu-west-2,1.638
aws,me-south-1,aws,me-central-1,0.658
aws,me-south-1,aws,me-south-1,0.581
aws,me-south-1,aws,sa-east-1,4.03
aws,me-south-1,aws,us-east-1,2.555
aws,me-south-1,aws,us-west-1,3.787
aws,sa-east-1,aws,af-south-1,4.751
aws,sa-east-1,aws,ap-east-1,4.739
aws,sa-east-1,aws,ap-northeast-1,4.362
aws,sa-east-1,aws,ap-northeast-2,4.487
aws,sa-east-1,aws,ap-northeast-3,4.139
aws,sa-east-1,aws,ap-south-1,4.364
aws,sa-east-1,aws,ap-southeast-2,13.853
aws,sa-east-1,aws,ca-central-1,2.105
aws,sa-east-1,aws,eu-central-1,3.144
aws,sa-east-1,aws,eu-north-1,3.342
aws,sa-east-1,aws,eu-south-1,3.24
aws,sa-east-1,aws,eu-west-2,2.894
aws,sa-east-1,aws,me-central-1,15.084
aws,sa-east-1,aws,me-south-1,4.546
aws,sa-east-1,aws,sa-east-1,0.71
aws,sa-east-1,aws,us-east-1,2.128
aws,sa-east-1,aws,us-west-1,2.76
aws,us-east-1,aws,af-south-1,3.305
aws,us-east-1,aws,ap-east-1,2.903
aws,us-east-1,aws,ap-northeast-1,2.44
aws,us-east-1,aws,ap-northeast-2,2.784
aws,us-east-1,aws,ap-northeast-3,2.582
aws,us-east-1,aws,ap-south-1,2.924
aws,us-east-1,aws,ap-southeast-2,3.095
aws,us-east-1,aws,ca-central-1,0.934
aws,us-east-1,aws,eu-central-1,1.714
aws,us-east-1,aws,eu-north-1,2.133
aws,us-east-1,aws,eu-south-1,1.842
aws,us-east-1,aws,eu-west-2,1.537
aws,us-east-1,aws,me-central-1,3.011
aws,us-east-1,aws,me-south-1,2.593
aws,us-east-1,aws,sa-east-1,2.014
aws,us-east-1,aws,us-east-1,0.695
aws,us-east-1,aws,us-west-1,1.289
aws,us-west-1,aws,af-south-1,4.312
aws,us-west-1,aws,ap-east-1,2.534
aws,us-west-1,aws,ap-northeast-1,1.893
aws,us-west-1,aws,ap-northeast-2,2.376
aws,us-west-1,aws,ap-northeast-3,2.075
aws,us-west-1,aws,ap-south-1,3.454
aws,us-west-1,aws,ap-southeast-2,2.289
aws,us-west-1,aws,ca-central-1,1.53
aws,us-west-1,aws,eu-central-1,2.444
aws,us-west-1,aws,eu-north-1,2.904
aws,us-west-1,aws,eu-south-1,2.572
aws,us-west-1,aws,eu-west-2,2.981
aws,us-west-1,aws,me-central-1,3.756
aws,us-west-1,aws,me-south-1,3.327
aws,us-west-1,aws,sa-east-1,2.816
aws,us-west-1,aws,us-east-1,1.321
aws,us-west-1,aws,us-west-1,0.586
