src_vendor,src_region,dest_vendor,dest_region,latency
aws,ap-northeast-2,aws,af-south-1,6.576
aws,ap-northeast-2,aws,ap-east-1,1.082
aws,ap-northeast-2,aws,ap-northeast-1,1.141
aws,ap-northeast-2,aws,ap-northeast-2,0.695
aws,ap-northeast-2,aws,ap-northeast-3,0.864
aws,ap-northeast-2,aws,ap-south-1,2.313
aws,ap-northeast-2,aws,ap-southeast-2,2.813
aws,ap-northeast-2,aws,ca-central-1,3.3
aws,ap-northeast-2,aws,eu-central-1,4.535
aws,ap-northeast-2,aws,eu-north-1,4.349
aws,ap-northeast-2,aws,eu-south-1,3.738
aws,ap-northeast-2,aws,eu-west-2,4.733
aws,ap-northeast-2,aws,me-central-1,2.851
aws,ap-northeast-2,aws,me-south-1,2.848
aws,ap-northeast-2,aws,sa-east-1,5.041
aws,ap-northeast-2,aws,us-east-1,3.291
aws,ap-northeast-2,aws,us-west-1,2.625
aws,ap-northeast-3,aws,af-south-1,6.28
aws,ap-northeast-3,aws,ap-east-1,1.32
aws,ap-northeast-3,aws,ap-northeast-1,0.719
aws,ap-northeast-3,aws,ap-northeast-2,0.914
aws,ap-northeast-3,aws,ap-northeast-3,0.68
aws,ap-northeast-3,aws,ap-south-1,2.487
aws,ap-northeast-3,aws,ap-southeast-2,11.48
aws,ap-northeast-3,aws,ca-central-1,2.793
aws,ap-northeast-3,aws,eu-central-1,4.691
aws,ap-northeast-3,aws,eu-north-1,4.498
aws,ap-northeast-3,aws,eu-south-1,4.049
aws,ap-northeast-3,aws,eu-west-2,3.751
aws,ap-northeast-3,aws,me-central-1,3.64
aws,ap-northeast-3,aws,me-south-1,3.212
aws,ap-northeast-3,aws,sa-east-1,4.682
aws,ap-northeast-3,aws,us-east-1,2.748
aws,ap-northeast-3,aws,us-west-1,2.252
aws,ap-south-1,aws,af-south-1,2.842
aws,ap-south-1,aws,ap-east-1,2.035
aws,ap-south-1,aws,ap-northeast-1,2.688
aws,ap-south-1,aws,ap-northeast-2,2.427
aws,ap-south-1,aws,ap-northeast-3,2.566
aws,ap-south-1,aws,ap-south-1,1.13
aws,ap-south-1,aws,ap-southeast-2,3.141
aws,ap-south-1,aws,ca-central-1,3.336
aws,ap-south-1,aws,eu-central-1,2.887
aws,ap-south-1,aws,eu-north-1,3.072
aws,ap-south-1,aws,eu-south-1,2.079
aws,ap-south-1,aws,eu-west-2,2.399
aws,ap-south-1,aws,me-central-1,0.981
aws,ap-south-1,aws,me-south-1,1.083
aws,ap-south-1,aws,sa-east-1,16.933
aws,ap-south-1,aws,us-east-1,3.297
aws,ap-south-1,aws,us-west-1,4.824
aws,ap-southeast-2,aws,af-south-1,7.099
aws,ap-southeast-2,aws,ap-east-1,2.523
aws,ap-southeast-2,aws,ap-northeast-1,2.312
aws,ap-southeast-2,aws,ap-northeast-2,2.678
aws,ap-southeast-2,aws,ap-northeast-3,2.579
aws,ap-southeast-2,aws,ap-south-1,2.921
aws,ap-southeast-2,aws,ap-southeast-2,0.696
aws,ap-southeast-2,aws,ca-central-1,3.474
aws,ap-southeast-2,aws,eu-central-1,5.102
aws,ap-southeast-2,aws,eu-north-1,5.2
aws,ap-southeast-2,aws,eu-south-1,4.359
aws,ap-southeast-2,aws,eu-west-2,5.019
aws,ap-southeast-2,aws,me-central-1,3.522
aws,ap-southeast-2,aws,me-south-1,3.416
aws,ap-southeast-2,aws,sa-east-1,5.483
aws,ap-southeast-2,aws,us-east-1,3.491
aws,ap-southeast-2,aws,us-west-1,2.914
aws,ca-central-1,aws,af-south-1,3.814
aws,ca-central-1,aws,ap-east-1,3.487
aws,ca-central-1,aws,ap-northeast-1,2.763
aws,ca-central-1,aws,ap-northeast-2,3.249
aws,ca-central-1,aws,ap-northeast-3,2.864
aws,ca-central-1,aws,ap-south-1,3.487
aws,ca-central-1,aws,ap-southeast-2,3.641
aws,ca-central-1,aws,ca-central-1,0.857
aws,ca-central-1,aws,eu-central-1,1.913
aws,ca-central-1,aws,eu-north-1,2.495
aws,ca-central-1,aws,eu-south-1,2.407
aws,ca-central-1,aws,eu-west-2,1.743
aws,ca-central-1,aws,me-central-1,3.465
aws,ca-central-1,aws,me-south-1,2.896
aws,ca-central-1,aws,sa-east-1,2.573
aws,ca-central-1,aws,us-east-1,0.896
aws,ca-central-1,aws,us-west-1,1.86
aws,eu-central-1,aws,af-south-1,3.263
aws,eu-central-1,aws,ap-east-1,3.371
aws,eu-central-1,aws,ap-northeast-1,3.811
aws,eu-central-1,aws,ap-northeast-2,14.263
aws,eu-central-1,aws,ap-northeast-3,4.133
aws,eu-central-1,aws,ap-south-1,2.574
aws,eu-central-1,aws,ap-southeast-2,15.534
aws,eu-central-1,aws,ca-central-1,2.025
aws,eu-central-1,aws,eu-central-1,0.794
aws,eu-central-1,aws,eu-north-1,0.858
aws,eu-central-1,aws,eu-south-1,0.727
aws,eu-central-1,aws,eu-west-2,0.773
aws,eu-central-1,aws,me-central-1,2.433
aws,eu-central-1,aws,me-south-1,1.852
aws,eu-central-1,aws,sa-east-1,3.761
aws,eu-central-1,aws,us-east-1,2.164
aws,eu-central-1,aws,us-west-1,3.082
aws,eu-north-1,aws,af-south-1,3.259
aws,eu-north-1,aws,ap-east-1,3.613
aws,eu-north-1,aws,ap-northeast-1,4.622
aws,eu-north-1,aws,ap-northeast-2,4.739
aws,eu-north-1,aws,ap-northeast-3,4.483
aws,eu-north-1,aws,ap-south-1,2.934
aws,eu-north-1,aws,ap-southeast-2,6.196
aws,eu-north-1,aws,ca-central-1,2.215
aws,eu-north-1,aws,eu-central-1,0.862
aws,eu-north-1,aws,eu-north-1,0.68
aws,eu-north-1,aws,eu-south-1,1.005
aws,eu-north-1,aws,eu-west-2,1.644
aws,eu-north-1,aws,me-central-1,2.531
aws,eu-north-1,aws,me-south-1,2.704
aws,eu-north-1,aws,sa-east-1,3.798
aws,eu-north-1,aws,us-east-1,2.16
aws,eu-north-1,aws,us-west-1,3.31
aws,eu-south-1,aws,af-south-1,3.505
aws,eu-south-1,aws,ap-east-1,3.415
aws,eu-south-1,aws,ap-northeast-1,4.011
aws,eu-south-1,aws,ap-northeast-2,3.882
aws,eu-south-1,aws,ap-northeast-3,4.016
aws,eu-south-1,aws,ap-south-1,2.166
aws,eu-south-1,aws,ap-southeast-2,4.418
aws,eu-south-1,aws,ca-central-1,2.093
aws,eu-south-1,aws,eu-central-1,0.724
aws,eu-south-1,aws,eu-north-1,1.016
aws,eu-south-1,aws,eu-south-1,0.711
aws,eu-south-1,aws,eu-west-2,0.941
aws,eu-south-1,aws,me-central-1,2.161
aws,eu-south-1,aws,me-south-1,1.622
aws,eu-south-1,aws,sa-east-1,3.928
aws,eu-south-1,aws,us-east-1,2.586
aws,eu-south-1,aws,us-west-1,3.097
aws,eu-west-2,aws,af-south-1,2.935
aws,eu-west-2,aws,ap-east-1,3.644
aws,eu-west-2,aws,ap-northeast-1,3.669
aws,eu-west-2,aws,ap-northeast-2,4.623
aws,eu-west-2,aws,ap-northeast-3,3.754
aws,eu-west-2,aws,ap-south-1,2.876
aws,eu-west-2,aws,ap-southeast-2,4.75
aws,eu-west-2,aws,ca-central-1,4.519
aws,eu-west-2,aws,eu-central-1,0.798
aws,eu-west-2,aws,eu-north-1,1.046
aws,eu-west-2,aws,eu-south-1,0.901
aws,eu-west-2,aws,eu-west-2,0.701
aws,eu-west-2,aws,me-central-1,2.399
aws,eu-west-2,aws,me-south-1,1.954
aws,eu-west-2,aws,sa-east-1,3.84
aws,eu-west-2,aws,us-east-1,1.721
aws,eu-west-2,aws,us-west-1,2.73
aws,me-central-1,aws,af-south-1,2.689
aws,me-central-1,aws,ap-east-1,2.359
aws,me-central-1,aws,ap-northeast-1,2.862
aws,me-central-1,aws,ap-northeast-2,3.139
aws,me-central-1,aws,ap-northeast-3,2.928
aws,me-central-1,aws,ap-south-1,0.971
aws,me-central-1,aws,ap-southeast-2,3.561
aws,me-central-1,aws,ca-central-1,3.593
aws,me-central-1,aws,eu-central-1,2.401
aws,me-central-1,aws,eu-north-1,2.545
aws,me-central-1,aws,eu-south-1,2.188
aws,me-central-1,aws,eu-west-2,2.384
aws,me-central-1,aws,me-central-1,0.673
aws,me-central-1,aws,me-south-1,1.121
aws,me-central-1,aws,sa-east-1,5.369
aws,me-central-1,aws,us-east-1,3.636
aws,me-central-1,aws,us-west-1,5.215
aws,me-south-1,aws,af-south-1,2.781
aws,me-south-1,aws,ap-east-1,2.503
aws,me-south-1,aws,ap-northeast-1,3.403
aws,me-south-1,aws,ap-northeast-2,2.841
aws,me-south-1,aws,ap-northeast-3,3.163
aws,me-south-1,aws,ap-south-1,1.076
aws,me-south-1,aws,ap-southeast-2,3.816
aws,me-south-1,aws,ca-central-1,2.912
aws,me-south-1,aws,eu-central-1,2.016
aws,me-south-1,aws,eu-north-1,2.064
aws,me-south-1,aws,eu-south-1,1.699
aws,me-south-1,aws,eu-west-2,1.857
aws,me-south-1,aws,me-central-1,0.747
aws,me-south-1,aws,me-south-1,0.682
aws,me-south-1,aws,sa-east-1,4.864
aws,me-south-1,aws,us-east-1,2.906
aws,me-south-1,aws,us-west-1,4.217
aws,sa-east-1,aws,af-south-1,5.841
aws,sa-east-1,aws,ap-east-1,5.673
aws,sa-east-1,aws,ap-northeast-1,4.63
aws,sa-east-1,aws,ap-northeast-2,5.131
aws,sa-east-1,aws,ap-northeast-3,4.968
aws,sa-east-1,aws,ap-south-1,5.518
aws,sa-east-1,aws,ap-southeast-2,6.401
aws,sa-east-1,aws,ca-central-1,2.489
aws,sa-east-1,aws,eu-central-1,4.19
aws,sa-east-1,aws,eu-north-1,3.785
aws,sa-east-1,aws,eu-south-1,3.72
aws,sa-east-1,aws,eu-west-2,13.721
aws,sa-east-1,aws,me-central-1,5.365
aws,sa-east-1,aws,me-south-1,4.801
aws,sa-east-1,aws,sa-east-1,0.88
aws,sa-east-1,aws,us-east-1,2.396
aws,sa-east-1,aws,us-west-1,3.128
aws,us-east-1,aws,af-south-1,3.748
aws,us-east-1,aws,ap-east-1,3.588
aws,us-east-1,aws,ap-northeast-1,12.947
aws,us-east-1,aws,ap-northeast-2,3.096
aws,us-east-1,aws,ap-northeast-3,2.994
aws,us-east-1,aws,ap-south-1,3.701
aws,us-east-1,aws,ap-southeast-2,3.715
aws,us-east-1,aws,ca-central-1,1.18
aws,us-east-1,aws,eu-central-1,2.183
aws,us-east-1,aws,eu-north-1,2.549
aws,us-east-1,aws,eu-south-1,2.12
aws,us-east-1,aws,eu-west-2,1.767
aws,us-east-1,aws,me-central-1,3.73
aws,us-east-1,aws,me-south-1,3.088
aws,us-east-1,aws,sa-east-1,2.392
aws,us-east-1,aws,us-east-1,0.876
aws,us-east-1,aws,us-west-1,1.606
aws,us-west-1,aws,af-south-1,5.116
aws,us-west-1,aws,ap-east-1,2.869
aws,us-west-1,aws,ap-northeast-1,2.561
aws,us-west-1,aws,ap-northeast-2,3.18
aws,us-west-1,aws,ap-northeast-3,2.469
aws,us-west-1,aws,ap-south-1,14.888
aws,us-west-1,aws,ap-southeast-2,2.727
aws,us-west-1,aws,ca-central-1,1.712
aws,us-west-1,aws,eu-central-1,2.926
aws,us-west-1,aws,eu-north-1,3.15
aws,us-west-1,aws,eu-south-1,3.106
aws,us-west-1,aws,eu-west-2,2.882
aws,us-west-1,aws,me-central-1,4.545
aws,us-west-1,aws,me-south-1,4.205
aws,us-west-1,aws,sa-east-1,3.336
aws,us-west-1,aws,us-east-1,1.545
aws,us-west-1,aws,us-west-1,0.72
