src_vendor,src_region,dest_vendor,dest_region,latency
aws,ca-central-1,aws,ca-central-1,4.203
aws,ca-central-1,aws,eu-central-1,10.598
aws,ca-central-1,aws,eu-north-1,12.349
aws,ca-central-1,aws,eu-south-1,15.587
aws,ca-central-1,aws,eu-west-2,9.511
aws,ca-central-1,aws,me-central-1,20.763
aws,ca-central-1,aws,me-south-1,17.331
aws,ca-central-1,aws,sa-east-1,13.911
aws,ca-central-1,aws,us-east-1,7.0
aws,ca-central-1,aws,us-west-1,9.519
aws,eu-central-1,aws,af-south-1,16.948
aws,eu-central-1,aws,ap-east-1,20.467
aws,eu-central-1,aws,ap-northeast-1,22.72
aws,eu-central-1,aws,ap-northeast-2,23.526
aws,eu-central-1,aws,ap-northeast-3,23.692
aws,eu-central-1,aws,ap-south-1,14.403
aws,eu-central-1,aws,ap-southeast-2,24.17
aws,eu-central-1,aws,ca-central-1,10.829
aws,eu-central-1,aws,eu-central-1,5.276
aws,eu-central-1,aws,eu-north-1,5.365
aws,eu-central-1,aws,eu-south-1,5.309
aws,eu-central-1,aws,eu-west-2,5.339
aws,eu-central-1,aws,me-central-1,12.384
aws,eu-central-1,aws,me-south-1,10.038
aws,eu-central-1,aws,sa-east-1,20.957
aws,eu-central-1,aws,us-east-1,10.744
aws,eu-central-1,aws,us-west-1,16.33
aws,eu-north-1,aws,af-south-1,18.716
aws,eu-north-1,aws,ap-east-1,21.848
aws,eu-north-1,aws,ap-northeast-1,25.294
aws,eu-north-1,aws,ap-northeast-2,23.764
aws,eu-north-1,aws,ap-northeast-3,25.319
aws,eu-north-1,aws,ap-south-1,16.254
aws,eu-north-1,aws,ap-southeast-2,37.493
aws,eu-north-1,aws,ca-central-1,12.263
aws,eu-north-1,aws,eu-central-1,5.352
aws,eu-north-1,aws,eu-north-1,5.274
aws,eu-north-1,aws,eu-south-1,5.393
aws,eu-north-1,aws,eu-west-2,5.4
aws,eu-north-1,aws,me-central-1,14.829
aws,eu-north-1,aws,me-south-1,11.999
aws,eu-north-1,aws,sa-east-1,22.567
aws,eu-north-1,aws,us-east-1,12.652
aws,eu-north-1,aws,us-west-1,18.587
aws,eu-south-1,aws,af-south-1,19.441
aws,eu-south-1,aws,ap-east-1,19.471
aws,eu-south-1,aws,ap-northeast-1,69.038
aws,eu-south-1,aws,ap-northeast-2,22.418
aws,eu-south-1,aws,ap-northeast-3,23.003
aws,eu-south-1,aws,ap-south-1,12.352
aws,eu-south-1,aws,ap-southeast-2,30.51
aws,eu-south-1,aws,ca-central-1,11.62
aws,eu-south-1,aws,eu-central-1,5.316
aws,eu-south-1,aws,eu-north-1,5.389
aws,eu-south-1,aws,eu-south-1,5.282
aws,eu-south-1,aws,eu-west-2,5.384
aws,eu-south-1,aws,me-central-1,10.744
aws,eu-south-1,aws,me-south-1,9.187
aws,eu-south-1,aws,sa-east-1,22.042
aws,eu-south-1,aws,us-east-1,13.187
aws,eu-south-1,aws,us-west-1,17.624
aws,eu-west-2,aws,af-south-1,15.921
aws,eu-west-2,aws,ap-east-1,19.958
aws,eu-west-2,aws,ap-northeast-1,21.822
aws,eu-west-2,aws,ap-northeast-2,24.812
aws,eu-west-2,aws,ap-northeast-3,22.309
aws,eu-west-2,aws,ap-south-1,12.672
aws,eu-west-2,aws,ap-southeast-2,27.555
aws,eu-west-2,aws,ca-central-1,9.436
aws,eu-west-2,aws,eu-central-1,5.611
aws,eu-west-2,aws,eu-north-1,5.391
aws,eu-west-2,aws,eu-south-1,5.384
aws,eu-west-2,aws,eu-west-2,5.275
aws,eu-west-2,aws,me-central-1,13.808
aws,eu-west-2,aws,me-south-1,9.462
aws,eu-west-2,aws,sa-east-1,21.062
aws,eu-west-2,aws,us-east-1,9.273
aws,eu-west-2,aws,us-west-1,15.937
aws,me-central-1,aws,af-south-1,14.756
aws,me-central-1,aws,ap-east-1,13.106
aws,me-central-1,aws,ap-northeast-1,17.015
aws,me-central-1,aws,ap-northeast-2,16.056
aws,me-central-1,aws,ap-northeast-3,16.614
aws,me-central-1,aws,ap-south-1,5.254
aws,me-central-1,aws,ap-southeast-2,19.656
aws,me-central-1,aws,ca-central-1,20.162
aws,me-central-1,aws,eu-central-1,12.988
aws,me-central-1,aws,eu-north-1,14.774
aws,me-central-1,aws,eu-south-1,12.157
aws,me-central-1,aws,eu-west-2,13.457
aws,me-central-1,aws,me-central-1,5.267
aws,me-central-1,aws,me-south-1,9.378
aws,me-central-1,aws,sa-east-1,29.687
aws,me-central-1,aws,us-east-1,20.038
aws,me-central-1,aws,us-west-1,30.317
aws,me-south-1,aws,af-south-1,15.349
aws,me-south-1,aws,ap-east-1,14.208
aws,me-south-1,aws,ap-northeast-1,18.312
aws,me-south-1,aws,ap-northeast-2,17.091
aws,me-south-1,aws,ap-northeast-3,17.496
aws,me-south-1,aws,ap-south-1,8.403
aws,me-south-1,aws,ap-southeast-2,19.459
aws,me-south-1,aws,ca-central-1,17.218
aws,me-south-1,aws,eu-central-1,9.113
aws,me-south-1,aws,eu-north-1,11.812
aws,me-south-1,aws,eu-south-1,11.059
aws,me-south-1,aws,eu-west-2,10.61
aws,me-south-1,aws,me-central-1,5.315
aws,me-south-1,aws,me-south-1,5.275
aws,me-south-1,aws,sa-east-1,27.899
aws,me-south-1,aws,us-east-1,18.394
aws,me-south-1,aws,us-west-1,22.539
aws,sa-east-1,aws,af-south-1,32.737
aws,sa-east-1,aws,ap-east-1,33.644
aws,sa-east-1,aws,ap-northeast-1,26.209
aws,sa-east-1,aws,ap-northeast-2,27.589
aws,sa-east-1,aws,ap-northeast-3,26.858
aws,sa-east-1,aws,ap-south-1,30.08
aws,sa-east-1,aws,ap-southeast-2,31.362
aws,sa-east-1,aws,ca-central-1,14.492
aws,sa-east-1,aws,eu-central-1,21.033
aws,sa-east-1,aws,eu-north-1,22.727
aws,sa-east-1,aws,eu-south-1,22.337
aws,sa-east-1,aws,eu-west-2,19.672
aws,sa-east-1,aws,me-central-1,31.176
aws,sa-east-1,aws,me-south-1,28.039
aws,sa-east-1,aws,sa-east-1,6.515
aws,sa-east-1,aws,us-east-1,13.27
aws,sa-east-1,aws,us-west-1,18.887
aws,us-east-1,aws,af-south-1,22.805
aws,us-east-1,aws,ap-east-1,20.378
aws,us-east-1,aws,ap-northeast-1,18.368
aws,us-east-1,aws,ap-northeast-2,18.706
aws,us-east-1,aws,ap-northeast-3,20.616
aws,us-east-1,aws,ap-south-1,19.677
aws,us-east-1,aws,ap-southeast-2,20.665
aws,us-east-1,aws,ca-central-1,8.18
aws,us-east-1,aws,eu-central-1,10.941
aws,us-east-1,aws,eu-north-1,13.179
aws,us-east-1,aws,eu-south-1,11.441
aws,us-east-1,aws,eu-west-2,9.417
aws,us-east-1,aws,me-central-1,20.463
aws,us-east-1,aws,me-south-1,16.969
aws,us-east-1,aws,sa-east-1,13.124
aws,us-east-1,aws,us-east-1,5.347
aws,us-east-1,aws,us-west-1,8.114
aws,us-west-1,aws,af-south-1,29.414
aws,us-west-1,aws,ap-east-1,17.039
aws,us-west-1,aws,ap-northeast-1,15.305
aws,us-west-1,aws,ap-northeast-2,14.574
aws,us-west-1,aws,ap-northeast-3,12.484
aws,us-west-1,aws,ap-south-1,26.05
aws,us-west-1,aws,ap-southeast-2,15.27
aws,us-west-1,aws,ca-central-1,9.524
aws,us-west-1,aws,eu-central-1,16.471
aws,us-west-1,aws,eu-north-1,17.05
aws,us-west-1,aws,eu-south-1,17.385
aws,us-west-1,aws,eu-west-2,16.266
aws,us-west-1,aws,me-central-1,26.584
aws,us-west-1,aws,me-south-1,22.565
aws,us-west-1,aws,sa-east-1,18.317
aws,us-west-1,aws,us-east-1,12.829
aws,us-west-1,aws,us-west-1,5.304
